category,city,country_region,customer_id,customer_name,order_date,order_id,postal_code,product_id,product_name,region,row_id,segment,ship_date,ship_mode,ship_status,state,sub_category,days_to_ship_actual,days_to_ship_scheduled,discount,profit,quantity,sales,sales_forecast
Office Supplies,Chicago,United States,RB-19465,Rick Bensley,2020-08-29,CA-2020-158568,60610,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Central,102,Home Office,2020-09-02,Standard Class,Shipped Early,Illinois,Binders,4,6,0.8,-3,3,2,2
Office Supplies,Rochester,United States,GZ-14470,Gary Zandusky,2020-12-01,CA-2020-129903,55901,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Central,103,Consumer,2020-12-04,Second Class,Shipped On Time,Minnesota,Paper,3,3,0,12,4,24,25
Technology,Aurora,United States,LC-16870,Lena Cacioppo,2019-11-13,US-2019-156867,80013,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,West,104,Consumer,2019-11-17,Standard Class,Shipped Early,Colorado,Accessories,4,6,0.2,-27,6,239,247
Furniture,Aurora,United States,LC-16870,Lena Cacioppo,2019-11-13,US-2019-156867,80013,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",West,105,Consumer,2019-11-17,Standard Class,Shipped Early,Colorado,Furnishings,4,6,0.2,-4,3,102,106
Office Supplies,Aurora,United States,LC-16870,Lena Cacioppo,2019-11-13,US-2019-156867,80013,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",West,106,Consumer,2019-11-17,Standard Class,Shipped Early,Colorado,Binders,4,6,0.7,-26,3,37,38
Technology,Charlotte,United States,JM-15250,Janet Martin,2021-11-23,CA-2021-119004,28205,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,South,107,Consumer,2021-11-28,Standard Class,Shipped Early,North Carolina,Accessories,5,6,0.2,18,8,74,77
Technology,Charlotte,United States,JM-15250,Janet Martin,2021-11-23,CA-2021-119004,28205,TEC-PH-10002844,Speck Products Candyshell Flip Case,South,108,Consumer,2021-11-28,Standard Class,Shipped Early,North Carolina,Phones,5,6,0.2,2,1,28,29
Office Supplies,Charlotte,United States,JM-15250,Janet Martin,2021-11-23,CA-2021-119004,28205,OFF-AR-10000390,Newell Chalk Holder,South,109,Consumer,2021-11-28,Standard Class,Shipped Early,North Carolina,Art,5,6,0.2,1,1,3,3
Technology,Orland Park,United States,PA-19060,Pete Armstrong,2019-10-15,CA-2019-129476,60462,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Central,110,Home Office,2019-10-20,Standard Class,Shipped Early,Illinois,Accessories,5,6,0.2,68,5,340,352
Furniture,New York City,United States,CV-12805,Cynthia Voltz,2021-12-25,CA-2021-146780,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,East,111,Corporate,2021-12-30,Standard Class,Shipped Early,New York,Furnishings,5,6,0,11,2,42,43
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,2020-11-03,CA-2020-128867,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,112,Consumer,2020-11-10,Standard Class,Shipped Late,Iowa,Art,7,6,0,23,2,76,79
Office Supplies,Urbandale,United States,CL-12565,Clay Ludtke,2020-11-03,CA-2020-128867,50322,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Central,113,Consumer,2020-11-10,Standard Class,Shipped Late,Iowa,Binders,7,6,0,13,6,27,28
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,2018-08-25,CA-2018-115259,43229,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",East,114,Consumer,2018-08-27,Second Class,Shipped Early,Ohio,Fasteners,2,3,0.2,15,14,40,41
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,2018-08-25,CA-2018-115259,43229,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",East,115,Consumer,2018-08-27,Second Class,Shipped Early,Ohio,Envelopes,2,3,0.2,2,2,5,5
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,2018-08-25,CA-2018-115259,43229,OFF-PA-10004965,Xerox 1921,East,116,Consumer,2018-08-27,Second Class,Shipped Early,Ohio,Paper,2,3,0.2,7,3,24,25
Office Supplies,Columbus,United States,RC-19960,Ryan Crowe,2018-08-25,CA-2018-115259,43229,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",East,117,Consumer,2018-08-27,Second Class,Shipped Early,Ohio,Envelopes,2,3,0.2,44,6,130,135
Furniture,Seattle,United States,DK-13090,Dave Kipp,2019-03-02,CA-2019-110457,98103,FUR-TA-10001768,Hon Racetrack Conference Tables,West,118,Consumer,2019-03-06,Standard Class,Shipped Early,Washington,Tables,4,6,0,165,3,788,815
Office Supplies,Bristol,United States,GG-14650,Greg Guthrie,2019-04-05,US-2019-136476,37620,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,South,119,Corporate,2019-04-10,Standard Class,Shipped Early,Tennessee,Binders,5,6,0.7,-116,1,158,163
Furniture,Wilmington,United States,SC-20725,Steven Cartwright,2020-06-12,CA-2020-103730,19805,FUR-FU-10002157,Artistic Insta-Plaque,East,120,Consumer,2020-06-15,First Class,Shipped Late,Delaware,Furnishings,3,1,0,18,3,47,49
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,2020-06-12,CA-2020-103730,19805,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,East,121,Consumer,2020-06-15,First Class,Shipped Late,Delaware,Binders,3,1,0,14,4,31,32
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,2020-06-12,CA-2020-103730,19805,OFF-ST-10000777,"Companion Letter/Legal File, Black",East,122,Consumer,2020-06-15,First Class,Shipped Late,Delaware,Storage,3,1,0,63,6,227,234
Office Supplies,Wilmington,United States,SC-20725,Steven Cartwright,2020-06-12,CA-2020-103730,19805,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,East,123,Consumer,2020-06-15,First Class,Shipped Late,Delaware,Envelopes,3,1,0,52,9,115,119
Technology,Wilmington,United States,SC-20725,Steven Cartwright,2020-06-12,CA-2020-103730,19805,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,East,124,Consumer,2020-06-15,First Class,Shipped Late,Delaware,Phones,3,1,0,20,7,68,70
Furniture,Houston,United States,AD-10180,Alan Dominguez,2018-12-26,US-2018-152030,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Central,125,Home Office,2018-12-28,Second Class,Shipped Early,Texas,Chairs,2,3,0.3,-9,3,601,622
Furniture,Bloomington,United States,PF-19165,Philip Fox,2018-09-20,US-2018-134614,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Central,126,Consumer,2018-09-25,Standard Class,Shipped Early,Illinois,Tables,5,6,0.5,-408,6,618,639
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,2021-11-05,US-2021-107272,85023,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",West,127,Consumer,2021-11-12,Standard Class,Shipped Late,Arizona,Binders,7,6,0.7,-2,2,2,2
Office Supplies,Phoenix,United States,TS-21610,Troy Staebel,2021-11-05,US-2021-107272,85023,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",West,128,Consumer,2021-11-12,Standard Class,Shipped Late,Arizona,Storage,7,6,0.2,30,7,244,253
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,2020-11-06,US-2020-125969,90004,FUR-CH-10001146,"Global Task Chair, Black",West,129,Home Office,2020-11-10,Second Class,Shipped Late,California,Chairs,4,3,0.2,-9,2,81,84
Furniture,Los Angeles,United States,LS-16975,Lindsay Shagiari,2020-11-06,US-2020-125969,90004,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,West,130,Home Office,2020-11-10,Second Class,Shipped Late,California,Furnishings,4,3,0,26,3,239,247
Technology,Columbus,United States,DW-13585,Dorothy Wardle,2021-02-02,US-2021-164147,43229,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,131,Corporate,2021-02-05,First Class,Shipped Late,Ohio,Phones,3,1,0.4,-12,5,60,62
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,2021-02-02,US-2021-164147,43229,OFF-PA-10002377,Xerox 1916,East,132,Corporate,2021-02-05,First Class,Shipped Late,Ohio,Paper,3,1,0.2,29,2,78,81
Office Supplies,Columbus,United States,DW-13585,Dorothy Wardle,2021-02-02,US-2021-164147,43229,OFF-FA-10002780,Staples,East,133,Corporate,2021-02-05,First Class,Shipped Late,Ohio,Fasteners,3,1,0.2,7,9,21,22
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,2020-10-13,CA-2020-145583,95661,OFF-PA-10001804,Xerox 195,West,134,Consumer,2020-10-19,Standard Class,Shipped On Time,California,Paper,6,6,0,10,3,20,21
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,2020-10-13,CA-2020-145583,95661,OFF-PA-10001736,Xerox 1880,West,135,Consumer,2020-10-19,Standard Class,Shipped On Time,California,Paper,6,6,0,17,1,35,37
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,2020-10-13,CA-2020-145583,95661,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",West,136,Consumer,2020-10-19,Standard Class,Shipped On Time,California,Art,6,6,0,3,4,12,12
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,2020-10-13,CA-2020-145583,95661,OFF-FA-10002988,Ideal Clamps,West,137,Consumer,2020-10-19,Standard Class,Shipped On Time,California,Fasteners,6,6,0,2,2,4,4
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,2020-10-13,CA-2020-145583,95661,OFF-BI-10004781,GBC Wire Binding Strips,West,138,Consumer,2020-10-19,Standard Class,Shipped On Time,California,Binders,6,6,0.2,27,3,76,79
Office Supplies,Roseville,United States,LC-16885,Lena Creighton,2020-10-13,CA-2020-145583,95661,OFF-SU-10001218,Fiskars Softgrip Scissors,West,139,Consumer,2020-10-19,Standard Class,Shipped On Time,California,Supplies,6,6,0,18,6,66,68
Furniture,Roseville,United States,LC-16885,Lena Creighton,2020-10-13,CA-2020-145583,95661,FUR-FU-10001706,Longer-Life Soft White Bulbs,West,140,Consumer,2020-10-19,Standard Class,Shipped On Time,California,Furnishings,6,6,0,21,14,43,45
Furniture,Philadelphia,United States,JD-15895,Jonathan Doherty,2020-09-05,CA-2020-110366,19140,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,141,Corporate,2020-09-07,Second Class,Shipped Early,Pennsylvania,Furnishings,2,3,0.2,10,2,83,86
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,2021-09-18,CA-2021-106180,94122,OFF-AR-10000940,Newell 343,West,142,Corporate,2021-09-23,Standard Class,Shipped Early,California,Art,5,6,0,2,3,9,9
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,2021-09-18,CA-2021-106180,94122,OFF-EN-10004030,Convenience Packs of Business Envelopes,West,143,Corporate,2021-09-23,Standard Class,Shipped Early,California,Envelopes,5,6,0,5,3,11,11
Office Supplies,San Francisco,United States,SH-19975,Sally Hughsby,2021-09-18,CA-2021-106180,94122,OFF-PA-10004327,Xerox 1911,West,144,Corporate,2021-09-23,Standard Class,Shipped Early,California,Paper,5,6,0,69,3,144,149
Office Supplies,Independence,United States,SG-20080,Sandra Glassco,2021-12-22,CA-2021-155376,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Central,145,Consumer,2021-12-27,Standard Class,Shipped Early,Missouri,Appliances,5,6,0,218,3,839,869
Office Supplies,Pasadena,United States,HA-14920,Helen Andreada,2019-09-07,CA-2019-110744,91104,OFF-ST-10003656,Safco Industrial Wire Shelving,West,146,Consumer,2019-09-12,Standard Class,Shipped Early,California,Storage,5,6,0,20,7,672,695
Furniture,Newark,United States,MG-17680,Maureen Gastineau,2018-10-22,CA-2018-110072,43055,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",East,147,Home Office,2018-10-28,Standard Class,Shipped On Time,Ohio,Furnishings,6,6,0.2,13,4,94,97
Technology,Franklin,United States,JE-16165,Justin Ellison,2020-12-05,CA-2020-114489,53132,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,148,Corporate,2020-12-09,Standard Class,Shipped Early,Wisconsin,Phones,4,6,0,104,11,384,398
Technology,Franklin,United States,JE-16165,Justin Ellison,2020-12-05,CA-2020-114489,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Central,149,Corporate,2020-12-09,Standard Class,Shipped Early,Wisconsin,Phones,4,6,0,6,3,150,155
Furniture,Franklin,United States,JE-16165,Justin Ellison,2020-12-05,CA-2020-114489,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,150,Corporate,2020-12-09,Standard Class,Shipped Early,Wisconsin,Chairs,4,6,0,586,8,1952,2020
Office Supplies,Franklin,United States,JE-16165,Justin Ellison,2020-12-05,CA-2020-114489,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Central,151,Corporate,2020-12-09,Standard Class,Shipped Early,Wisconsin,Binders,4,6,0,81,5,172,178
Office Supplies,Scottsdale,United States,TW-21025,Tamara Willingham,2020-03-13,CA-2020-158834,85254,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,152,Home Office,2020-03-16,First Class,Shipped Late,Arizona,Appliances,3,1,0.2,18,5,158,163
Technology,Scottsdale,United States,TW-21025,Tamara Willingham,2020-03-13,CA-2020-158834,85254,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,153,Home Office,2020-03-16,First Class,Shipped Late,Arizona,Phones,3,1,0.2,15,2,203,210
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,2019-05-31,CA-2019-124919,95123,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,154,Corporate,2019-06-02,First Class,Shipped Late,California,Paper,2,1,0,26,7,58,60
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,2019-05-31,CA-2019-124919,95123,OFF-PA-10002254,Xerox 1883,West,155,Corporate,2019-06-02,First Class,Shipped Late,California,Paper,2,1,0,49,4,106,109
Office Supplies,San Jose,United States,SP-20650,Stephanie Phelps,2019-05-31,CA-2019-124919,95123,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",West,156,Corporate,2019-06-02,First Class,Shipped Late,California,Storage,2,1,0,21,6,81,84
Office Supplies,Seattle,United States,NK-18490,Neil Knudson,2019-05-28,CA-2019-118948,98105,OFF-AR-10001547,Newell 311,West,157,Home Office,2019-06-03,Standard Class,Shipped On Time,Washington,Art,6,6,0,2,3,7,7
Furniture,Seattle,United States,DB-13060,Dave Brooks,2018-03-01,CA-2018-104269,98115,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,West,158,Consumer,2018-03-06,Second Class,Shipped Late,Washington,Chairs,5,3,0.2,51,2,458,474
Office Supplies,Edmond,United States,NP-18670,Nora Paige,2020-11-20,CA-2020-114104,73034,OFF-LA-10002475,Avery 519,Central,159,Consumer,2020-11-24,Standard Class,Shipped Early,Oklahoma,Labels,4,6,0,7,2,15,15
Technology,Edmond,United States,NP-18670,Nora Paige,2020-11-20,CA-2020-114104,73034,TEC-PH-10004536,Avaya 5420 Digital phone,Central,160,Consumer,2020-11-24,Standard Class,Shipped Early,Oklahoma,Phones,4,6,0,236,7,945,978
Office Supplies,Los Angeles,United States,TT-21070,Ted Trevino,2020-05-11,CA-2020-162733,90045,OFF-PA-10002751,Xerox 1920,West,161,Consumer,2020-05-12,First Class,Shipped On Time,California,Paper,1,1,0,3,1,6,6
Technology,Philadelphia,United States,EM-13960,Eric Murdock,2019-12-28,CA-2019-119697,19134,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,East,162,Consumer,2019-12-31,Second Class,Shipped On Time,Pennsylvania,Accessories,3,3,0.2,1,2,54,56
Office Supplies,Carlsbad,United States,RD-19900,Ruben Dartt,2020-11-16,CA-2020-154508,88220,OFF-EN-10001990,Staple envelope,West,163,Consumer,2020-11-20,Standard Class,Shipped Early,New Mexico,Envelopes,4,6,0,13,5,28,29
Office Supplies,Seattle,United States,MJ-17740,Max Jones,2020-11-07,CA-2020-113817,98115,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,West,164,Consumer,2020-11-11,Standard Class,Shipped Early,Washington,Binders,4,6,0.2,10,2,28,29
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,2018-09-08,CA-2018-139892,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,Central,165,Consumer,2018-09-12,Standard Class,Shipped Early,Texas,Art,4,6,0.2,3,3,10,10
Technology,San Antonio,United States,BM-11140,Becky Martin,2018-09-08,CA-2018-139892,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Central,166,Consumer,2018-09-12,Standard Class,Shipped Early,Texas,Machines,4,6,0.4,-1360,8,8160,8446
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,2018-09-08,CA-2018-139892,78207,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Central,167,Consumer,2018-09-12,Standard Class,Shipped Early,Texas,Storage,4,6,0.2,-59,3,276,286
Furniture,San Antonio,United States,BM-11140,Becky Martin,2018-09-08,CA-2018-139892,78207,FUR-CH-10004287,SAFCO Arco Folding Chair,Central,168,Consumer,2018-09-12,Standard Class,Shipped Early,Texas,Chairs,4,6,0.3,-25,9,1740,1801
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,2018-09-08,CA-2018-139892,78207,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Central,169,Consumer,2018-09-12,Standard Class,Shipped Early,Texas,Art,4,6,0.2,7,6,32,33
Office Supplies,San Antonio,United States,BM-11140,Becky Martin,2018-09-08,CA-2018-139892,78207,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Central,170,Consumer,2018-09-12,Standard Class,Shipped Early,Texas,Appliances,4,6,0.8,-454,5,178,184
Technology,San Antonio,United States,BM-11140,Becky Martin,2018-09-08,CA-2018-139892,78207,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Central,171,Consumer,2018-09-12,Standard Class,Shipped Early,Texas,Phones,4,6,0.2,9,3,144,149
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,2018-08-05,CA-2018-118962,90004,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",West,172,Consumer,2018-08-09,Standard Class,Shipped Early,California,Paper,4,6,0,10,3,21,22
Office Supplies,Los Angeles,United States,CS-12130,Chad Sievert,2018-08-05,CA-2018-118962,90004,OFF-PA-10001144,Xerox 1913,West,173,Consumer,2018-08-09,Standard Class,Shipped Early,California,Paper,4,6,0,53,2,111,115
Furniture,Los Angeles,United States,CS-12130,Chad Sievert,2018-08-05,CA-2018-118962,90004,FUR-CH-10003817,"Global Value Steno Chair, Gray",West,174,Consumer,2018-08-09,Standard Class,Shipped Early,California,Chairs,4,6,0.2,21,7,340,352
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,2018-09-14,US-2018-100853,60623,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Central,175,Corporate,2018-09-19,Standard Class,Shipped Early,Illinois,Appliances,5,6,0.8,-131,2,52,54
Office Supplies,Chicago,United States,JB-15400,Jennifer Braxton,2018-09-14,US-2018-100853,60623,OFF-LA-10003148,Avery 51,Central,176,Corporate,2018-09-19,Standard Class,Shipped Early,Illinois,Labels,5,6,0.2,7,4,20,21
Office Supplies,Houston,United States,SJ-20500,Shirley Jackson,2021-04-21,US-2021-152366,77036,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,177,Consumer,2021-04-25,Second Class,Shipped Late,Texas,Appliances,4,3,0.8,-243,4,97,101
Furniture,Newark,United States,JE-15745,Joel Eaton,2019-11-21,US-2019-101511,43055,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",East,178,Consumer,2019-11-23,Second Class,Shipped Early,Ohio,Chairs,2,3,0.3,-11,7,397,411
Office Supplies,Newark,United States,JE-15745,Joel Eaton,2019-11-21,US-2019-101511,43055,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,East,179,Consumer,2019-11-23,Second Class,Shipped Early,Ohio,Supplies,2,3,0.2,-4,5,16,16
Office Supplies,New York City,United States,JK-15640,Jim Kriz,2019-12-15,CA-2019-137225,10009,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",East,180,Home Office,2019-12-19,Standard Class,Shipped Early,New York,Art,4,6,0,1,1,3,3
Office Supplies,Decatur,United States,DK-13150,David Kendrick,2018-12-05,CA-2018-166191,62521,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,181,Corporate,2018-12-09,Second Class,Shipped Late,Illinois,Storage,4,3,0.2,2,2,25,26
Technology,Decatur,United States,DK-13150,David Kendrick,2018-12-05,CA-2018-166191,62521,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,182,Corporate,2018-12-09,Second Class,Shipped Late,Illinois,Accessories,4,3,0.2,77,7,409,423
Technology,Monroe,United States,RM-19675,Robert Marley,2018-11-19,CA-2018-158274,71203,TEC-PH-10003273,AT&T TR1909W,South,183,Home Office,2018-11-24,Second Class,Shipped Late,Louisiana,Phones,5,3,0,131,4,504,522
